Source_0,Source_1,Source_2,Source_3,Source_4,Source_5,Source_6,Source_7,Source_8,Source_9,Source_10,Source_11,Source_12,Source_13,Source_14,Source_15,Source_16,Source_17,Source_18,Source_19,Source_20,Source_21,Source_22,Source_23,Source_24,Source_25,Source_26,Source_27,Source_28,Source_29,class
0.032287,-0.03142,0.044803,-0.024807,0.001341,-0.037723,0.024645,0.01375,-0.006806,-0.055094,-0.000657,-0.040042,-0.00116,0.039438,0.032683,0.008584,-0.043924,-0.017945,0.019732,0.020822,-0.009911,0.015609,0.064047,-0.003316,-0.037706,0.044876,-0.000162,0.065466,0.044239,-0.040032,M
-0.002323,-0.025901,0.10384,0.074312,-0.071746,-0.018456,-0.04388,0.085594,0.033318,0.10237,0.067489,0.034357,0.009295,0.007664,0.003872,0.029811,-0.027051,0.042047,-0.039615,0.035065,-0.086068,0.023136,0.000302,0.029944,0.021279,0.002623,-0.025666,0.050397,-0.003428,-0.02467,M
-0.00035,-0.002081,-0.011112,0.096386,0.027361,0.02655,0.009145,0.095311,0.012897,0.032416,0.001722,-0.019927,-0.059732,-0.010773,0.10384,-0.08216,-0.025261,-0.047173,-0.034576,0.009433,-0.093366,0.059402,-0.002812,-0.069127,0.065658,0.015804,0.048928,0.021561,-0.000416,0.023239,M
-0.01417,0.013233,-0.011548,-0.060115,0.037301,0.03136,0.003884,-0.036391,0.022344,0.007737,-0.001697,0.020043,0.033242,-0.039054,-0.006835,-0.030285,0.020683,-0.01509,0.026593,-0.017462,-0.007953,0.002119,-0.017635,-0.036072,-0.072535,-0.026853,-0.014638,-0.007781,-0.09399,0.020087,M
-0.056843,-0.00497,-0.023489,0.014644,0.01636,0.021641,-0.027914,-0.061852,-0.078385,0.018183,0.00792,0.037248,-0.043763,0.007516,-0.072929,-0.043661,-0.010035,-0.00282,0.005757,-0.009316,0.018454,0.002145,0.021854,0.006015,-0.089009,0.042622,-0.041425,0.040963,-0.004627,0.080066,M
-0.037293,-0.036063,-0.063883,-0.039234,0.009143,0.006954,0.081353,-0.054277,0.090489,-0.040281,-0.002755,0.013049,0.090563,0.017023,-0.021884,0.035646,-0.00402,-0.062152,0.017965,-0.031802,-0.116628,0.065174,-0.035074,-0.015343,0.0337,-0.004874,-0.071464,-0.060101,-0.041116,0.025795,M
-0.008177,-0.073387,-0.005495,-0.029883,-0.016706,-0.014597,0.033165,0.005695,0.018593,-0.04668,-0.017929,0.016032,0.006069,-0.005925,0.00773,-0.009488,0.009085,-0.010865,0.030722,0.024274,-0.001829,-0.00487,-0.000486,0.028806,-0.006611,-0.004746,-0.023232,0.009076,0.001675,0.029252,B
-0.02793,0.027986,-0.07586,0.028985,-0.015086,0.05481,-0.061442,0.025618,-0.067427,-0.002878,0.015567,-0.041334,-0.027386,0.013391,0.048768,0.02057,-0.022096,0.021889,0.003788,0.021256,0.024991,0.001612,-0.031459,0.017576,-0.01951,0.014493,-0.001637,-0.048371,0.037462,0.003266,B
0.025137,0.027965,-0.011381,0.019164,-0.051632,-0.007909,-0.012066,-0.015493,0.008195,-0.062657,-0.009183,-0.03923,0.032834,-0.08008,0.020354,-0.033658,-0.000871,0.037692,-0.033504,0.025723,0.006538,-0.019579,-0.044463,-0.014129,0.01699,0.026107,-0.035841,0.010626,-0.001884,-0.020566,B
-0.004522,-0.035833,0.050843,0.001294,-0.094694,-0.020454,0.017225,0.008595,-0.051881,-0.012059,0.047404,-0.042675,0.054013,-0.007324,0.027009,-0.024228,0.012068,0.093309,0.084745,-0.029511,-0.04329,0.032007,-0.034834,0.088706,-0.007003,0.037733,0.043724,-0.034305,0.027968,0.009411,M
-0.04727,-0.003489,0.007826,-0.024997,0.055825,-0.015298,0.009961,-0.106182,0.059514,-0.010359,0.038399,0.009303,0.052072,-0.061297,-0.11038,0.094097,-0.055638,-0.046393,-0.035015,-0.02663,-0.026091,0.103855,-0.00969,0.01238,-0.010036,0.004298,-0.009826,-0.050529,0.041317,0.034854,M
-0.037317,0.042793,-0.087554,-0.058668,0.063664,-0.002302,-0.005677,-0.138519,-0.014769,0.002423,-0.017648,0.031035,0.054292,0.004251,-0.005223,0.008192,-0.021315,-0.033639,0.091349,0.020506,-0.119821,0.055019,-0.013395,-0.011244,0.005681,-0.03352,-0.042713,0.006347,-0.007213,0.123492,M
-0.022153,-0.089465,0.000784,0.043161,0.018783,-0.088786,-0.01959,-0.072395,-0.122386,0.003796,0.032782,0.079023,-0.011159,-0.096773,0.027827,-0.067479,0.056053,0.088097,0.083649,0.003281,-0.021092,0.035209,0.078365,-0.021757,-0.034165,0.006254,-0.061186,-0.022925,0.010187,0.043086,M
-0.073589,-0.139863,0.059055,0.024989,0.009124,0.053745,-0.049038,0.032118,-0.02807,0.045545,0.111678,0.002423,0.011549,-0.058406,0.005924,0.003136,0.067568,0.079534,-0.003903,-0.022801,-0.064549,0.071819,-0.028738,0.004185,-0.042992,0.006897,-0.009782,0.060543,-0.04595,-0.041318,M
0.04531,-0.01904,0.059176,0.015397,0.002575,-0.030652,0.016513,0.031705,-0.013564,-0.030997,-0.0118,-0.024657,0.003496,0.007263,-0.071769,-0.032542,-0.048643,-0.015369,-0.003139,-0.023077,0.004539,-0.019898,0.020757,-0.062729,-0.033561,-0.049672,-0.039214,0.002598,-0.02355,-0.017369,M
-0.062364,-0.005354,-0.127396,0.005288,0.025093,0.010743,-0.027987,0.072639,0.026421,-0.00646,0.020771,-0.091573,0.023534,0.064809,0.110709,-0.082437,-0.05815,0.123105,0.026998,-0.021761,-0.125294,0.064387,0.02078,-0.016974,0.062092,-0.05535,0.029887,-0.010092,-0.028455,0.013061,M
-0.047319,-0.012428,-0.010563,-0.02456,0.003355,0.005346,0.004774,0.048552,-0.015437,-0.063897,0.051402,-0.003945,-0.056255,-0.004525,0.004744,0.007205,0.033863,-0.019137,-0.038861,-0.076109,0.011359,-0.010212,0.014524,-0.041404,0.04795,0.013261,-0.018188,-0.042925,-0.013705,0.05153,M
-0.016061,-0.065423,-0.037391,0.072292,0.108717,-0.006678,0.004644,-0.043219,0.003535,0.00157,-0.055897,0.014334,-0.086547,0.09431,0.018885,-0.056832,-0.028641,0.025815,0.03696,-0.038269,-0.065793,-0.017093,0.078384,0.01526,0.036869,0.015601,0.020907,-0.009905,0.026578,0.048847,M
0.006046,-0.008776,-0.094315,0.121752,0.052716,0.068022,-0.049325,-0.004874,-0.074256,0.018874,-0.079005,-0.086083,0.090174,-0.013883,0.112747,-0.159032,-0.000087,-0.007082,0.025235,-0.03372,-0.067452,0.015563,-0.015319,-0.041929,0.034239,-0.018017,0.094916,-0.024199,-0.070813,0.071485,M
-0.026007,0.06525,-0.002857,-0.041452,0.042884,-0.063666,0.119414,-0.008096,0.023707,0.037294,0.026212,0.033983,-0.116965,0.005413,0.012833,-0.05706,0.019439,0.025076,0.043754,0.042877,0.002844,0.023667,-0.091022,0.009141,0.011315,0.004033,-0.00612,-0.023927,0.009294,0.049715,M
-0.017734,0.053435,-0.021318,0.083729,-0.00274,-0.010142,0.00604,0.108229,-0.062151,0.039256,0.04872,-0.040793,0.034628,0.031952,0.001474,0.021665,-0.064112,-0.040671,-0.014899,-0.030076,-0.061808,0.031605,-0.062808,-0.0169,0.037104,-0.05779,-0.006078,0.098387,0.134164,-0.02901,M
-0.036422,-0.006531,0.08013,0.047109,0.074466,0.08451,0.003987,0.030768,-0.05868,0.034179,0.052722,-0.056315,-0.007953,-0.040683,0.047453,0.002628,0.014557,-0.011047,-0.042386,-0.012443,-0.024172,0.018289,-0.0609,0.014506,-0.042663,-0.012748,-0.040614,0.077247,0.016473,0.061891,M
-0.063174,-0.007839,0.046311,-0.032323,-0.014061,0.063699,0.05655,0.06228,-0.012398,0.056341,-0.11708,0.045976,0.082801,0.055907,0.03138,-0.06072,-0.040299,-0.040006,0.051069,-0.080005,-0.026065,-0.044329,0.015484,0.056348,-0.089791,-0.068624,-0.010642,-0.017166,0.091353,-0.043841,M
0.00195,-0.072749,0.022212,-0.005465,0.013544,0.00811,0.009635,0.081339,0.06414,0.029112,-0.031854,-0.008735,-0.013798,0.020642,0.082869,-0.050985,-0.046844,-0.013755,-0.030156,-0.016195,-0.100729,0.001789,0.039964,-0.031807,0.078005,0.006737,0.011306,-0.019186,-0.014483,0.012215,M
0.13664,0.017228,-0.045137,-0.006971,-0.000675,0.019689,-0.015669,-0.028136,-0.00125,-0.042623,0.077583,-0.057102,-0.019332,0.03137,0.011666,-0.041781,0.021032,-0.029969,-0.040292,0.020075,-0.045763,-0.030366,-0.033821,0.081143,0.047412,-0.042043,0.010288,-0.003169,-0.026433,-0.05076,B
-0.041357,0.02195,0.110779,0.112053,-0.116235,0.090188,0.089928,0.013293,0.010459,-0.005431,0.019278,0.063777,-0.1261,-0.028112,0.046625,-0.108475,-0.104811,-0.097139,-0.019877,-0.196809,0.050577,-0.14036,0.029393,-0.188017,0.105607,-0.076672,-0.124436,-0.047962,0.144631,-0.16793,M
0.019674,-0.118635,-0.004619,0.010062,-0.038335,-0.015419,-0.051891,0.044405,0.070329,-0.001533,0.043926,0.123834,0.072241,0.024776,-0.039662,0.02882,0.052412,-0.009716,0.045883,-0.000334,-0.113541,-0.003107,-0.033034,-0.029541,-0.038168,0.014396,0.012316,0.03211,-0.053786,-0.063752,M
0.004222,-0.021507,-0.016834,-0.019282,0.009772,0.026842,0.016464,-0.004827,0.010615,0.03199,0.036678,-0.002399,0.023554,-0.046198,0.021971,0.046897,0.009741,0.050938,0.022633,0.007615,0.017576,0.047101,-0.027605,-0.038197,-0.076041,0.007211,0.015397,-0.002543,-0.021836,-0.02626,M
-0.038479,-0.021684,-0.055029,0.01764,-0.024009,0.005983,-0.033372,-0.030324,0.120475,-0.004535,-0.083005,0.032638,-0.058116,-0.002619,-0.022021,-0.05588,-0.025673,0.022345,-0.020192,0.048667,-0.012164,0.005548,0.050609,0.007304,-0.05882,0.015036,0.005101,-0.012513,-0.055706,0.031062,M
-0.030552,0.000315,0.05719,-0.05815,-0.091606,-0.051233,-0.008698,0.029301,-0.005338,-0.028723,-0.026192,-0.042623,0.039017,0.082651,0.073075,0.063026,0.090411,-0.032956,0.01949,-0.128379,-0.086324,0.144391,0.086201,-0.077562,0.030497,-0.028536,0.127916,-0.05895,-0.0645,0.076132,M
-0.044063,0.019196,-0.065711,0.013608,0.045073,0.018792,-0.039669,-0.049638,-0.062913,0.019012,0.000363,-0.016971,0.010636,0.003661,0.034584,-0.037132,0.034483,0.011256,0.046621,0.001035,0.013362,-0.0042,-0.010822,0.02396,-0.060327,-0.011557,0.025434,0.065576,-0.00486,0.040825,M
-0.059894,0.011097,-0.060579,-0.025148,0.029965,0.010521,-0.00829,0.020403,-0.005649,0.046046,0.031634,-0.013132,-0.001625,-0.025747,0.049964,-0.030872,0.059608,0.019536,0.044903,-0.010379,0.007318,-0.007585,-0.049126,0.027103,-0.036637,-0.037962,0.035744,0.085568,-0.011598,-0.006988,M
-0.042094,0.019679,-0.028499,0.04094,-0.057594,-0.01185,0.082949,0.046233,0.00988,-0.048576,-0.035801,0.022563,0.034523,0.058084,-0.011046,-0.009676,0.031952,-0.052188,0.043944,-0.052312,-0.020452,-0.029929,-0.080533,0.0297,-0.076443,-0.065939,0.010395,-0.00229,0.047748,0.021542,M
-0.020902,0.032732,-0.037873,-0.020726,-0.007343,-0.004013,-0.003536,-0.016117,0.020804,-0.020758,-0.086186,-0.031467,0.022796,-0.020643,0.019829,0.001189,0.028124,0.074382,-0.031225,0.010129,0.014037,-0.003225,-0.000022,0.034956,0.02113,0.015915,0.017514,0.068529,0.059509,-0.012741,B
-0.015399,-0.057703,0.048406,0.007535,0.003794,0.031456,0.012363,0.020876,0.044339,0.003333,-0.000039,0.082508,-0.02893,-0.065232,-0.012692,-0.052535,0.061017,-0.046004,0.002938,0.00194,-0.053926,0.003493,-0.028,0.002269,-0.026193,0.022831,0.00315,0.025831,-0.035173,0.022573,M
-0.009252,-0.00314,-0.030538,0.030168,-0.002739,-0.002257,-0.013361,-0.01743,0.044678,0.009413,-0.079995,0.002045,-0.02887,0.039211,0.029587,0.006124,-0.035837,-0.023752,0.001469,0.017396,0.026001,-0.061847,-0.009201,0.006077,-0.024564,-0.034155,-0.000338,0.01156,0.0341,0.075554,B
-0.000462,-0.054688,-0.024967,-0.009286,-0.014494,0.029479,0.018539,-0.032658,0.029586,0.014089,0.016273,0.006706,0.014295,-0.017447,0.007535,0.01138,0.005184,0.033486,0.020545,0.007954,0.014022,0.027633,0.020037,0.015719,-0.075985,0.009742,0.012309,-0.0245,-0.034702,-0.051847,B
0.038684,0.038554,0.007316,-0.023827,-0.007479,0.014179,-0.010722,-0.010192,0.036535,0.004021,0.011827,0.010223,0.008237,0.030096,0.022523,-0.011684,-0.012329,0.00988,-0.009563,-0.033139,0.003912,-0.024489,0.001807,-0.052721,0.002729,0.00822,-0.005645,0.016574,0.041522,-0.031072,B
0.028293,-0.032382,0.021912,-0.031154,-0.00555,0.032421,-0.029039,0.024837,-0.00141,0.02572,0.030801,0.021035,0.03299,-0.016331,-0.032524,0.022284,-0.026551,0.005358,-0.020147,-0.040893,0.012126,-0.036626,0.030912,0.009617,0.018502,0.025597,-0.020602,0.004799,-0.041903,-0.008067,B
0.045065,-0.026869,-0.021781,-0.019155,0.002282,-0.012585,0.025287,0.008262,-0.018872,0.006062,0.008762,0.026429,0.038136,-0.033929,0.011518,-0.008567,0.005323,0.004617,0.024117,0.025601,0.017008,0.01269,-0.010066,-0.022957,0.015251,0.057424,-0.00117,0.009072,0.01456,-0.009856,B
0.057849,0.041009,0.042054,0.027673,0.082261,-0.019061,-0.044074,0.014469,0.018629,0.010503,0.02243,0.079719,-0.103274,0.024365,-0.00135,-0.029192,0.024381,0.043578,0.021715,-0.034959,-0.021537,-0.047112,0.037659,0.01889,0.010062,-0.018343,0.014318,-0.09628,0.03784,0.012632,M
0.008677,-0.033496,-0.005032,-0.038085,-0.015513,0.005218,-0.009458,0.012401,0.049122,0.026752,0.022009,0.059727,0.03847,-0.032637,-0.04557,0.03406,-0.017476,-0.011969,0.023424,0.000067,-0.005359,0.030631,-0.002688,-0.050837,-0.075257,0.011475,-0.001653,-0.016792,-0.050888,-0.019579,M
0.029992,-0.019348,0.029069,-0.046183,0.017811,-0.001385,0.017733,-0.014432,0.031151,-0.00547,-0.012022,0.006501,0.030442,0.011371,0.040068,-0.029766,0.033432,-0.009207,0.008916,0.02531,0.005026,0.017356,-0.007713,-0.015005,-0.018418,0.023614,-0.009198,0.016689,0.05842,0.009737,B
-0.026355,0.046741,-0.022044,-0.045337,-0.014089,0.02504,0.03677,-0.028691,-0.017828,-0.023836,0.032852,-0.016446,0.025383,-0.05143,-0.069551,0.015193,-0.018605,-0.051204,0.044567,-0.009281,-0.055599,0.053296,-0.020547,0.051838,0.020811,-0.040977,-0.038941,-0.024801,0.024804,0.052955,M
-0.026664,0.022261,0.096617,-0.008235,0.033968,0.024637,-0.020246,-0.030131,0.035276,0.064437,0.120394,0.010521,-0.035765,-0.078337,0.037199,-0.040164,0.039898,-0.001618,0.011489,-0.027123,-0.010921,0.013108,-0.040002,0.021496,0.032594,0.032322,0.021789,-0.010949,-0.008805,-0.004601,M
0.049139,-0.020105,0.007974,0.008126,0.015118,-0.022803,0.032271,0.006711,-0.011578,0.025779,0.009308,0.021777,0.00841,0.021797,0.020802,0.010709,-0.022891,-0.006425,0.019125,0.020433,0.055912,0.02636,-0.006053,-0.042385,0.045325,-0.030066,-0.003902,-0.010816,0.061554,0.012403,B
-0.007888,0.064347,-0.071448,-0.057301,-0.042512,0.011767,-0.012193,0.072116,-0.028218,-0.039489,-0.121575,0.034181,0.008165,-0.05586,-0.045379,-0.050575,0.021465,-0.020516,-0.036621,0.002744,-0.02192,-0.06361,-0.016647,0.005876,0.050088,0.015814,-0.019084,0.061187,0.031445,0.025411,B
0.077242,-0.057677,-0.006868,0.067606,-0.051882,-0.035407,-0.00924,-0.021656,0.019908,-0.003294,0.016063,0.025628,0.021131,-0.025013,0.017608,-0.033455,0.046644,0.00828,-0.04958,0.077961,0.019033,0.087446,0.007567,-0.060206,-0.000462,-0.021756,0.015457,-0.107096,0.155166,0.044784,B
-0.044264,0.081959,0.050529,-0.036014,-0.030094,0.001994,-0.104013,-0.041278,0.078459,-0.024248,-0.103801,-0.001337,-0.013709,0.044085,0.027748,0.006548,0.01308,-0.045541,-0.019561,0.029071,-0.012533,0.021751,-0.049191,-0.030741,0.007712,-0.047297,0.044351,-0.018208,0.048502,-0.05256,B
-0.039871,0.121921,0.012017,0.070105,-0.104557,-0.046075,0.075831,0.013156,-0.029812,-0.016765,-0.024064,0.029688,-0.08616,0.006893,-0.012017,0.024142,-0.015219,0.023698,0.003364,-0.038037,0.018975,0.003664,-0.048054,-0.082703,-0.011768,-0.020965,-0.002591,0.073599,-0.046283,0.064426,M
0.129698,-0.014328,0.029471,0.040538,-0.023305,-0.013877,-0.008777,-0.06635,-0.089441,-0.066443,-0.073934,-0.009038,0.027655,-0.053653,-0.014248,-0.003491,0.044595,0.089867,-0.060726,-0.002294,-0.053508,0.024812,0.034754,0.021412,-0.000091,-0.016,0.053004,0.018817,-0.003244,-0.005638,B
-0.044031,0.041379,-0.072469,-0.025505,0.009007,-0.04675,-0.026685,-0.027007,0.019724,-0.003003,0.012814,-0.006349,-0.030044,-0.015719,0.00969,-0.052608,0.045771,-0.020627,0.056568,0.038408,-0.022711,0.025972,-0.004244,0.000661,-0.005077,-0.060071,0.050446,0.108937,-0.027865,0.051219,M
-0.056875,0.027674,-0.045922,-0.027004,0.019397,0.013423,-0.00801,0.007692,0.026086,-0.01728,0.05998,0.006023,-0.099034,0.01688,0.005845,-0.054212,0.013011,0.019563,0.007191,0.017686,-0.013247,0.019601,0.034223,0.049023,0.012519,0.023776,-0.003311,0.021317,0.01463,0.01407,M
-0.025673,-0.001514,0.024688,-0.017238,-0.009974,0.043693,-0.05206,-0.022625,0.042348,0.018833,-0.04434,0.003585,0.009834,-0.015917,-0.042892,-0.036043,0.001044,-0.005071,-0.046107,0.029417,0.002312,0.0141,0.032298,0.014338,0.014898,-0.008112,-0.007264,0.016171,-0.011018,-0.03781,B
0.005558,-0.033264,-0.008062,-0.039874,-0.013539,-0.017249,0.059819,-0.009942,0.055459,-0.029271,-0.016696,0.023341,0.008958,0.033549,-0.032941,-0.006187,0.005144,0.020315,0.002248,0.005054,0.015823,-0.023321,0.013675,-0.004372,0.005187,0.015981,-0.01735,0.073611,0.033982,0.014201,B
-0.085307,-0.023367,0.020693,-0.079574,-0.019885,0.113168,0.094218,-0.053148,-0.03712,-0.070411,-0.111442,-0.168284,-0.046147,0.02496,-0.10909,0.031381,0.05183,-0.097281,-0.025076,0.042785,-0.196538,-0.218645,-0.132374,-0.162744,-0.123249,0.164731,0.252773,-0.065448,0.019214,-0.01571,B
0.031855,-0.020168,0.002711,-0.026839,0.010041,-0.01184,0.008468,0.005443,0.061643,-0.034689,0.013379,-0.003853,-0.008058,0.039218,0.012028,-0.01341,-0.012935,-0.023123,0.006544,0.036571,0.010041,-0.02819,-0.00955,0.013439,0.016666,0.013971,-0.015658,0.008894,0.042781,0.021813,B
-0.018856,0.010563,-0.063259,-0.039529,0.045003,-0.040551,-0.029994,-0.042967,-0.004321,-0.021215,0.052133,-0.023037,0.06354,-0.002082,0.014287,0.021806,0.0115,0.012619,0.06171,-0.058645,-0.024942,0.018631,-0.015444,-0.042132,-0.005214,-0.024088,-0.003167,-0.011747,-0.028023,-0.009066,M
-0.151635,0.182978,-0.025298,0.137397,0.005356,-0.060512,0.1659,0.07305,0.014001,-0.000054,-0.010004,0.151525,0.231853,-0.018177,0.03586,0.019421,0.050427,0.18425,-0.047767,0.100082,0.176936,0.020274,0.107436,-0.02655,0.010895,-0.030386,-0.033162,-0.179245,-0.022537,0.008511,B
-0.000664,0.080993,0.075278,0.111504,0.042054,-0.006848,-0.009236,-0.006854,-0.005401,0.031538,0.081063,-0.033236,-0.01707,-0.004856,0.004908,0.087449,-0.004046,-0.061812,0.00324,0.035832,-0.033013,0.077284,-0.075221,-0.031483,0.000845,-0.06574,0.030865,0.117368,0.016399,0.095166,M
0.016821,-0.028245,-0.017684,0.017182,0.03399,-0.017254,-0.111363,-0.010509,-0.033395,-0.001688,0.051839,0.002353,0.012606,0.007349,0.006088,0.030842,0.021114,-0.003701,0.020526,0.00748,-0.021124,-0.022377,-0.024833,-0.006692,-0.01052,-0.002636,0.007557,0.067637,-0.047169,0.039448,M
-0.000264,0.002099,0.006336,-0.002162,0.011632,0.026133,-0.001501,-0.0222,0.000333,0.001789,0.006463,0.001651,-0.01223,-0.038498,0.029853,0.057623,0.028889,0.01675,0.001222,0.018518,0.025529,0.001746,-0.047178,-0.021842,-0.056719,-0.018303,-0.008886,0.007318,-0.033192,0.005537,B
-0.03124,-0.009841,-0.024081,-0.026865,-0.029004,-0.037286,0.071888,0.008078,-0.012976,-0.076014,-0.016605,0.004424,-0.017389,-0.021303,-0.022196,-0.0333,-0.018372,-0.013006,0.088508,-0.024001,0.007924,-0.003198,0.012422,-0.045079,0.015566,-0.048339,-0.021684,0.054191,0.002363,0.013583,M
-0.045039,-0.035646,0.026908,0.033779,0.046348,-0.014101,0.064496,0.040147,0.020007,-0.096747,0.044072,0.055073,-0.067109,0.011271,0.045748,-0.00351,0.045668,0.026221,0.004865,0.100774,0.070484,0.077883,-0.06135,-0.027447,0.060523,0.017004,-0.047091,-0.139817,0.020264,0.078962,B
-0.043395,-0.003919,0.097092,0.05536,0.010238,0.039033,-0.044934,0.024534,-0.050087,-0.034873,0.059708,0.027482,-0.015548,-0.005033,-0.018414,0.027596,0.030254,0.003497,0.118612,-0.0581,-0.059363,-0.027414,0.103763,0.060008,0.086796,0.008238,-0.021664,0.047038,0.090743,0.041196,M
0.078266,0.027258,0.01217,-0.110061,-0.109284,-0.024271,-0.029611,0.040882,-0.155647,0.01431,-0.040847,-0.114586,-0.048969,0.211483,-0.042164,0.020114,0.058226,0.053825,-0.100664,0.055684,-0.099404,0.118946,0.049933,-0.033865,-0.262409,0.12376,-0.145753,0.015546,0.077072,0.10963,M
-0.020719,-0.023521,0.024289,0.008171,-0.003178,0.038149,-0.038318,-0.0134,0.020077,0.022234,0.005222,-0.000987,-0.010098,0.021962,0.009863,0.043524,-0.019744,-0.009099,-0.004529,0.018432,0.021691,-0.015338,0.003142,0.000337,-0.045727,-0.019997,-0.014793,-0.003571,0.040958,0.001111,B
-0.016741,0.011484,-0.025598,0.006604,0.010544,0.067827,-0.043638,-0.010301,-0.031601,0.017643,-0.036345,-0.014199,-0.026022,0.011329,-0.050662,-0.044953,-0.042148,-0.001392,-0.011105,0.050689,0.024604,0.021106,-0.003477,-0.02704,-0.008966,-0.016391,-0.004273,-0.047339,-0.04725,-0.012768,B
-0.059823,0.014546,-0.030649,0.06014,-0.039749,0.006481,0.025657,-0.001407,-0.013099,-0.037155,0.072305,-0.050441,-0.008789,0.00516,-0.033863,-0.049044,0.043613,0.048457,0.035419,-0.014422,0.073974,-0.012329,-0.052913,0.074453,-0.025974,-0.036479,0.088253,0.032343,0.008534,0.045527,B
