@relation letter-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R17_ICA-weka.filters.unsupervised.attribute.IndependentComponents-W-A16-N500-T1.0E-4

@attribute Source_0 numeric
@attribute Source_1 numeric
@attribute Source_2 numeric
@attribute Source_3 numeric
@attribute Source_4 numeric
@attribute Source_5 numeric
@attribute Source_6 numeric
@attribute Source_7 numeric
@attribute Source_8 numeric
@attribute Source_9 numeric
@attribute Source_10 numeric
@attribute Source_11 numeric
@attribute Source_12 numeric
@attribute Source_13 numeric
@attribute Source_14 numeric
@attribute Source_15 numeric
@attribute class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}

@data
0.000266,0.00613,-0.000465,-0.000132,-0.00254,-0.003159,-0.009981,0.002864,-0.003903,-0.00166,-0.003238,0.000935,-0.006507,-0.004772,-0.006796,-0.006453,S
-0.003893,0.007591,-0.004874,-0.004534,-0.002332,0.005509,-0.013702,0.001967,0.008509,-0.006092,0.000982,0.007698,-0.012356,-0.00061,0.01189,0.003281,T
-0.000339,-0.00376,-0.000887,0.007251,0.005416,0.009745,0.009679,-0.006155,0.006849,0.006075,-0.002102,0.0002,0.000536,0.000524,-0.003275,0.001101,O
-0.002197,0.006479,-0.009187,0.006758,-0.003442,0.006105,0.002367,0.002493,0.003114,-0.000294,-0.002394,0.00294,0.003748,-0.008452,-0.010657,0.003282,Z
0.009255,-0.001593,-0.007076,-0.009967,0.002091,0.010633,-0.000589,0.005377,0.007163,0.008186,-0.008915,-0.004128,-0.002917,-0.009726,-0.013888,-0.001644,B
0.005696,0.001266,-0.005699,0.004535,0.00425,-0.008556,0.001158,-0.000086,0.001203,-0.002119,0.004501,0.009983,-0.006362,0.001679,-0.003329,-0.002856,F
-0.005357,-0.000835,0.01187,-0.000042,-0.013271,0.002731,0.020068,-0.011335,-0.009138,-0.006787,0.00153,-0.000439,-0.006442,0.01093,-0.002056,-0.00564,M
0.001315,-0.009096,0.012848,0.032637,0.00468,-0.003652,0.000327,0.000952,0.009965,0.007527,-0.007921,0.001572,0.004848,-0.003402,0.005762,0.008373,T
-0.000756,0.000993,-0.007864,-0.006786,-0.001643,0.002933,0.00085,0.00779,0.01502,-0.007141,-0.000897,-0.003661,0.000992,0.004822,0.014963,0.00313,O
0.001566,0.00045,0.00242,-0.000762,-0.004126,-0.000287,-0.000521,0.00996,-0.000372,0.004159,0.000621,-0.004808,0.013279,0.004839,-0.004169,-0.002354,K
0.006465,0.013303,0.000208,0.0018,-0.005597,0.001551,-0.006398,0.007271,-0.003377,0.001979,-0.00358,0.002024,-0.001505,-0.000394,-0.011483,-0.001768,Z
0.001686,0.008361,0.005579,0.003928,0.006385,-0.009942,-0.00382,0.00423,0.007347,0.000516,0.007243,0.008328,-0.010434,-0.004273,-0.000251,-0.001447,T
0.007352,0.000846,0.022895,0.001926,0.000996,0.006241,0.002043,0.000742,0.000155,-0.009424,0.00716,-0.012071,0.002761,0.00004,-0.005748,0.004699,W
0.007066,-0.002889,-0.006195,-0.009891,-0.011586,-0.020703,0.003007,-0.004101,-0.005275,-0.003756,-0.013751,-0.005255,0.002898,-0.001342,0.007052,0.007647,A
0.002854,-0.01157,-0.005522,0.004118,0.005629,-0.007876,0.003461,0.008025,-0.004662,0.001892,-0.00282,-0.010165,0.001902,-0.004627,0.001949,-0.005906,Q
0.021064,-0.021327,-0.030005,-0.008391,0.003149,0.010754,-0.014047,0.008287,-0.013089,-0.005742,0.014212,-0.002135,-0.031895,0.012151,0.012632,0.005699,Z
0.010876,-0.013059,-0.004637,0.006547,-0.001451,-0.004497,0.000341,0.006647,-0.008631,-0.003656,0.003919,-0.00404,-0.018576,-0.008218,0.003411,0.00056,H
-0.002365,-0.000659,0.008161,-0.013607,-0.012312,-0.004089,0.009062,0.005612,-0.00611,-0.008341,0.002042,-0.00347,-0.00388,-0.007536,-0.005449,0.002632,R
-0.001399,0.012365,-0.004797,0.005356,0.007725,0.002011,0.003569,0.001282,0.004595,0.005109,0.002292,-0.010216,0.008907,0.001416,0.006679,0.013365,I
-0.003166,-0.001691,0.001647,0.006547,-0.000252,-0.00569,0.006242,-0.000579,0.000576,0.010895,-0.007003,-0.001446,0.001311,0.008692,-0.005557,-0.003953,R
-0.001046,-0.000486,0.017452,0.004519,-0.004405,0.005494,-0.001383,-0.001711,0.002227,-0.005747,0.006531,-0.003725,0.009101,-0.006622,0.006064,0.001822,U
-0.004916,0.001825,-0.006602,-0.004674,0.018012,0.006708,0.009045,-0.013577,-0.003398,-0.001111,0.000624,0.010683,0.012265,-0.0078,-0.001354,-0.000113,U
-0.01186,-0.000327,-0.006266,-0.002218,0.003441,0.008877,-0.00672,0.010846,0.005046,0.00283,-0.003326,0.009454,0.006233,0.005582,0.012194,-0.00362,C
-0.0023,-0.003561,-0.000189,0.000442,0.002346,0.00368,-0.000637,-0.00812,0.002208,0.002303,-0.000685,-0.000676,0.000382,-0.006179,0.004845,-0.002611,O
-0.009561,-0.001733,-0.009975,-0.004012,-0.00023,0.011357,-0.004838,0.012675,0.008006,0.005046,-0.005527,0.005549,0.000149,-0.00179,0.011265,0.005573,E
-0.002955,0.006836,0.001745,0.004339,-0.005799,0.006222,-0.001336,-0.00998,0.003431,0.000188,-0.00557,-0.000359,-0.008824,0.003934,-0.001829,-0.004356,D
0.001189,0.002268,0.004103,-0.006531,-0.004348,-0.003899,-0.003097,-0.000617,-0.000239,0.000614,0.005085,0.011269,0.002275,-0.002995,0.00639,0.000811,U
-0.006485,0.00361,-0.000372,0.005318,-0.000886,-0.008292,-0.000166,-0.003438,-0.000866,0.002535,-0.004725,-0.002045,-0.006778,0.005284,-0.003267,-0.00931,R
-0.001175,0.002418,-0.003018,0.003281,-0.001152,0.001735,-0.000989,0.006033,0.000808,0.002296,-0.001797,-0.002358,0.008128,-0.000066,-0.007392,-0.004842,E
-0.004478,-0.005014,-0.002635,-0.005805,0.004364,0.009047,-0.008539,0.002415,-0.006153,0.003493,0.002823,0.003812,0.002279,0.002247,0.001641,0.001009,G
-0.020281,-0.000837,0.004689,0.003656,0.002307,0.001333,-0.003589,-0.003461,-0.005221,-0.000203,-0.003667,-0.009083,-0.000986,0.009219,-0.008841,-0.006256,B
0.012324,-0.007364,0.014976,-0.003872,-0.00686,-0.011776,-0.006887,-0.000309,0.003045,0.006191,-0.016709,-0.020344,-0.01161,-0.005203,0.014235,-0.000689,A
0.003947,0.001214,0.003445,0.008103,0.005859,-0.008349,-0.004424,0.006961,-0.007378,-0.005396,0.003787,0.002379,0.005965,-0.002152,-0.01052,0.001623,Y
0.007187,-0.009268,0.002911,0.01207,-0.001714,-0.004094,0.001227,0.007086,-0.007575,0.000474,0.0119,-0.008465,-0.006028,-0.013354,0.005794,0.005098,Y
-0.004652,-0.003285,-0.001022,-0.003861,0.00319,0.004208,0.002104,-0.010906,-0.000115,0.004979,0.001864,-0.004073,-0.001299,-0.006871,0.004948,-0.000639,O
-0.01954,-0.001784,-0.000686,-0.011546,0.004601,0.005396,-0.010703,0.002844,-0.009856,-0.000378,0.007571,0.002696,0.001354,-0.006189,0.004059,-0.007121,G
0.003611,-0.008958,-0.006694,-0.001354,-0.009729,-0.011468,0.003022,-0.011474,-0.003162,-0.003387,-0.011526,-0.007334,-0.00357,0.007369,0.00532,0.011204,A
0.000679,0.00529,0.003051,-0.004758,0.003213,-0.002447,-0.00615,0.00929,-0.007769,0.004855,0.002085,0.01022,-0.000626,-0.004028,0.000553,-0.005261,C
0.011656,-0.009296,-0.007013,-0.006298,-0.003257,-0.008201,0.005569,0.004202,-0.009462,-0.003969,0.007492,-0.003829,-0.019089,-0.006549,-0.000194,0.002815,H
0.003198,0.004753,0.005238,-0.008042,-0.009476,0.008934,0.011601,0.008951,-0.003784,-0.00623,0.007039,-0.008787,-0.00587,-0.006308,-0.005797,0.010684,R
0.002678,-0.000254,-0.003753,0.001255,-0.003556,-0.002797,0.005407,-0.007397,-0.002799,-0.002469,-0.007757,0.007298,-0.002453,-0.005347,0.00024,0.002712,J
0.012856,0.001615,0.003786,-0.00056,0.007205,0.010069,0.015009,-0.010469,0.00662,0.000644,-0.007219,0.004554,0.006783,0.00049,0.006202,-0.009546,M
0.004932,-0.007657,0.011784,0.011318,0.007869,0.000463,-0.000707,0.000846,-0.002182,0.000106,-0.002819,-0.005856,0.004174,-0.00473,0.000688,0.01392,V
-0.002236,0.000702,0.00106,0.009992,-0.002191,-0.00743,0.002109,0.000044,0.003801,0.006151,-0.008871,-0.002011,0.000464,0.008015,-0.004956,-0.008141,R
-0.002537,-0.000549,0.014757,0.009338,0.009001,0.002562,-0.004622,0.001721,0.000829,-0.001502,0.005011,-0.002959,0.004185,-0.012534,-0.003794,0.004304,T
0.009049,-0.016146,-0.00462,0.007847,-0.004749,0.010048,0.001138,0.003088,0.000188,0.001338,-0.000842,-0.002802,-0.00747,0.008072,-0.011565,-0.000853,J
-0.005036,0.007722,0.001405,0.000364,-0.002024,-0.005188,-0.007444,0.002152,-0.003009,-0.00171,-0.004603,0.002217,-0.003647,-0.005514,-0.005718,-0.00673,S
-0.00606,-0.010874,0.007962,0.002019,-0.001299,0.010123,0.010336,-0.002952,-0.004792,-0.002148,0.003476,-0.010145,0.0019,0.006431,-0.000651,-0.000072,G
-0.007856,0.011866,-0.004072,0.004048,0.002717,-0.004147,0.000676,-0.002883,-0.00058,-0.001873,0.001434,-0.002982,0.000645,0.003199,-0.005028,-0.008197,D
-0.001556,-0.001504,-0.012599,0.004313,0.001125,-0.004874,0.000387,0.006868,-0.002089,-0.001711,0.001076,-0.002988,0.008313,0.001022,0.000096,-0.011952,G
0.007717,-0.01217,-0.014558,0.006443,-0.006833,0.002894,0.000764,-0.013957,-0.004743,0.00231,0.000159,-0.004638,-0.015714,0.008616,-0.003884,0.002723,Z
-0.003427,0.003885,-0.003348,-0.006971,-0.000365,0.010758,-0.00639,-0.010597,0.016241,0.002739,0.005403,0.005663,0.005,-0.003923,-0.005066,-0.003231,D
0.005567,0.001604,-0.003601,-0.004463,-0.008132,-0.020332,0.004217,-0.004774,-0.004292,0.001947,-0.008872,-0.009327,0.006046,0.001367,0.004286,0.00703,A
-0.004635,-0.003055,-0.001696,0.027489,0.007007,-0.010638,0.006886,0.006555,0.005414,0.004686,0.002446,0.004313,0.00909,0.007284,0.007207,0.003149,T
-0.004288,0.001673,-0.000818,-0.001275,0.002834,-0.005232,0.000971,0.009297,-0.000567,0.000315,-0.007034,-0.002712,0.008756,-0.005994,-0.003297,-0.008882,G
-0.004584,0.01038,-0.001351,-0.00183,-0.00805,-0.010753,-0.005331,0.005484,-0.003472,0.003789,-0.003684,-0.007078,0.011018,0.005127,0.000326,0.000261,L
0.006308,0.000747,-0.005214,-0.009634,-0.01223,0.001693,0.017221,-0.00946,-0.005591,-0.00921,0.001262,0.008943,-0.007979,-0.007176,0.006581,0.00264,W
0.000472,0.006881,-0.005816,0.010699,-0.001272,-0.007519,0.000479,0.001473,-0.00401,0.001551,0.006501,-0.004701,0.007078,0.004551,-0.004208,0.005208,I
0.002409,-0.001302,0.017861,-0.008498,-0.012557,0.006108,0.013694,0.001985,0.003303,-0.008819,0.01407,-0.006493,0.000232,0.009336,-0.00697,-0.011851,M
-0.009842,0.007679,-0.008268,-0.001853,0.006849,0.00716,-0.002544,0.007001,-0.002813,-0.002663,-0.018268,-0.008217,-0.001651,0.005317,-0.003807,-0.005392,Q
0.004966,-0.005725,-0.01419,0.010135,-0.006626,-0.001169,-0.003967,0.003398,0.001093,-0.000833,-0.000482,-0.000656,0.003494,-0.010759,-0.004156,-0.000208,S
-0.010908,-0.006835,-0.012893,-0.011345,-0.002681,0.007257,-0.009195,0.005301,0.002024,-0.010103,-0.010972,0.00385,0.002127,0.002492,0.002767,0.004389,Q
0.010413,-0.005445,0.003744,0.005222,0.015399,-0.003224,0.001129,-0.003165,-0.007884,-0.013461,-0.014881,0.004206,0.009789,-0.007735,-0.003771,0.00763,V
-0.014511,-0.008904,-0.005346,-0.001341,0.007007,0.005468,0.004088,-0.006444,0.009565,0.011065,0.005916,-0.007081,0.004066,0.002321,-0.006246,0.000825,R
0.02327,-0.012463,-0.026524,-0.005839,0.004627,0.013934,-0.010322,0.006498,-0.006289,-0.002537,0.01841,-0.002767,-0.02605,0.011725,0.006914,0.007331,Z
0.00036,-0.007487,-0.001495,-0.006515,0.002239,0.005055,0.004443,0.00669,0.00021,0.008765,-0.003187,-0.003321,0.000216,0.00382,-0.008876,0.004223,P
-0.007525,-0.008969,0.012322,-0.008633,0.006413,-0.007582,0.003624,0.007893,0.004558,-0.005308,0.011302,0.005842,0.001505,0.016293,0.006088,0.002381,W
-0.00042,0.014429,0.008796,0.000774,0.000453,0.004478,-0.01369,-0.003885,-0.005096,0.005143,-0.002317,-0.000376,-0.004578,0.006799,-0.007228,0.008001,I
0.001984,0.002972,0.000999,-0.002274,0.007945,-0.004027,0.005392,0.002521,0.006248,0.016597,0.004512,0.013541,-0.001249,0.01103,-0.002692,0.014213,F
0.00323,-0.010441,-0.008353,0.002595,-0.004711,0.007171,0.002951,-0.000183,-0.001418,0.002433,0.017961,-0.004424,-0.01213,0.001408,-0.00432,0.004337,F
-0.00664,0.012725,0.002517,0.007009,0.001328,0.004221,-0.01393,-0.010665,-0.005096,0.005577,0.002027,-0.002847,-0.008109,0.007191,0.006586,-0.001027,J
0.008321,-0.00312,0.006166,-0.002514,0.013693,0.002259,-0.004712,0.004046,0.007331,0.001323,0.002278,0.004762,0.000894,0.009651,-0.002933,0.007752,V
-0.007981,-0.00215,0.005134,-0.005263,-0.013065,0.003258,0.014492,0.004978,0.001705,-0.003554,0.00679,0.002317,-0.004676,-0.006934,0.000614,-0.004855,M
-0.005708,-0.009483,0.019149,0.005053,-0.000055,0.006857,-0.003447,0.004825,0.006852,-0.019913,0.004009,-0.008192,-0.002008,-0.024562,0.025983,-0.011048,M
-0.002322,0.006534,-0.004258,-0.003833,0.002091,0.003937,0.007363,-0.002264,-0.001723,0.005628,0.006683,0.002121,-0.004749,-0.00104,0.00818,0.002689,O
-0.005653,0.014612,0.006866,0.00578,0.001522,-0.00736,0.003113,0.001645,-0.006123,0.009553,-0.005238,0.002795,-0.004283,0.006648,0.000021,-0.005529,J
0.005263,0.000936,-0.000188,-0.008988,-0.013548,0.007534,-0.009796,0.010429,-0.005308,0.012594,0.000877,0.007081,0.010634,-0.009734,0.000515,0.00575,E
0.007662,-0.001125,0.004099,0.000831,-0.009122,0.000023,0.00742,-0.011379,0.001849,-0.003087,-0.022423,0.001926,0.003562,0.022877,0.008493,-0.005573,M
-0.00796,-0.011501,0.008809,-0.006477,-0.004284,0.00031,0.001253,0.002547,0.000059,-0.000495,-0.009023,0.01885,0.003355,0.002431,0.010637,0.005031,K
-0.015072,-0.00355,0.001814,-0.003889,0.008101,-0.010839,0.005185,-0.009576,0.005271,0.003,0.000596,0.006381,-0.00752,-0.005191,-0.012031,0.006261,P
0.000477,-0.003467,-0.002262,-0.002697,-0.003484,-0.006892,-0.007686,-0.011648,-0.006521,-0.004576,-0.008365,-0.013933,-0.008147,0.000251,0.006123,0.004571,A
-0.001596,0.004734,0.000934,-0.004868,0.002465,-0.000253,0.002012,0.009706,-0.005866,0.004335,-0.002355,-0.001465,0.005275,-0.00195,-0.003822,-0.000912,G
-0.009209,0.007918,-0.00298,0.003808,0.010153,0.001627,0.002593,-0.001809,0.003538,-0.02128,-0.003755,-0.000153,0.005343,-0.010943,0.001574,0.004223,V
0.004908,0.004067,-0.009305,0.010583,-0.007042,-0.002127,-0.002309,0.000753,0.001496,-0.005959,0.005456,0.001315,0.003388,-0.001961,-0.003276,-0.002202,X
0.007092,0.003113,-0.005221,-0.004404,-0.00137,-0.019106,0.00333,0.003095,-0.006293,-0.000884,-0.005645,-0.012837,0.001724,0.006641,0.007556,-0.000568,A
0.0016,-0.002668,-0.001341,-0.000825,-0.010136,0.008118,-0.010522,-0.000012,-0.002815,0.00326,-0.008284,0.00475,-0.008994,0.007519,-0.005562,-0.00499,Z
