Source_0,Source_1,Source_2,Source_3,Source_4,Source_5,Source_6,Source_7,Source_8,Source_9,Source_10,Source_11,Source_12,Source_13,Source_14,Source_15,class
-0.004181,0.013274,-0.00188,-0.024921,-0.018779,0.005179,-0.005689,0.006329,-0.003532,0.010204,0.001657,-0.00771,0.00528,-0.011218,-0.007883,-0.003601,E
0.010862,-0.002094,-0.001738,-0.002682,0.004142,0.002437,-0.008519,0.000696,-0.005694,0.004403,0.001429,0.0076,0.004316,-0.007393,0.009961,-0.007215,Z
0.001766,-0.002021,0.003227,-0.002706,0.010282,0.000203,0.002405,0.00154,0.000044,-0.005569,-0.005212,-0.004602,0.009243,-0.000835,0.003784,0.006059,O
-0.007878,0.009568,0.01215,-0.004489,-0.005212,0.004888,0.006134,0.006958,-0.000353,-0.004501,0.007381,-0.00184,-0.000279,0.001974,-0.010221,0.003747,Q
-0.001003,0.004031,-0.002077,-0.011114,0.00503,-0.001809,0.00397,-0.016624,0.001055,0.013291,-0.002936,0.000793,0.00246,-0.008504,0.007169,0.007296,Q
-0.022213,-0.006809,-0.01558,0.012447,-0.018085,0.000148,0.005968,-0.001638,0.021852,0.014106,-0.012133,0.005052,0.006055,0.000019,0.00791,0.003518,L
0.006809,-0.014315,0.005569,0.000761,0.005691,0.007542,0.003972,0.009286,0.012092,-0.000389,0.006021,0.004145,-0.002965,0.005402,-0.001986,-0.002302,V
0.000826,-0.000769,-0.002715,-0.005423,0.003844,-0.000709,-0.008736,0.000605,0.009875,0.000992,0.005827,0.004594,0.000023,-0.010142,-0.004646,-0.006074,X
-0.010587,0.001908,0.015952,-0.000182,-0.016401,-0.014366,-0.0062,0.004941,0.00825,-0.01587,0.00022,-0.014892,-0.001518,0.007553,0.0133,0.00071,V
-0.001166,-0.004327,0.013272,0.008103,-0.011599,-0.022693,0.001293,0.00309,-0.012333,-0.018325,-0.008018,0.008071,0.006283,0.002334,-0.007885,-0.001789,M
-0.000589,-0.012344,-0.00325,0.002302,-0.014145,0.007517,-0.003141,0.00951,-0.000163,-0.006185,0.003742,-0.002685,-0.004264,-0.007607,0.004663,-0.000411,Y
0.006007,0.003769,0.002837,0.005777,-0.000274,-0.000605,-0.00576,-0.00544,0.002465,-0.00254,-0.0003,0.006933,0.00113,-0.001598,0.005613,0.002841,D
0.002534,-0.004176,0.000433,0.003398,-0.001189,-0.01147,-0.009387,-0.002684,0.003144,0.00419,0.005447,-0.000515,0.00553,0.008752,0.000944,0.002075,E
0.0053,0.008705,-0.001033,0.006085,-0.000266,-0.002813,0.002415,-0.019966,0.003201,-0.014679,-0.001488,0.004616,0.000113,-0.010166,0.004234,0.000584,N
-0.009971,0.004966,-0.002904,0.001599,0.008412,0.00862,0.010515,-0.013747,-0.004681,0.006234,-0.00755,0.013238,0.00018,0.000067,0.002702,-0.00614,A
0.00252,-0.004908,-0.000521,0.004018,-0.001131,-0.003147,-0.00758,0.00331,0.007677,-0.004384,-0.002398,-0.001078,0.002881,-0.008611,0.004068,0.006825,D
-0.005775,0.007586,0.00435,0.002042,0.017293,0.005499,0.002568,0.003273,-0.011035,0.005259,0.004639,-0.001623,0.005778,-0.010868,-0.004677,-0.004319,Z
0.01157,-0.002894,-0.007086,-0.000424,-0.000542,-0.004018,0.005989,0.001175,-0.001635,-0.001464,-0.006192,0.005659,-0.001313,0.002785,-0.000578,-0.008294,N
-0.004894,-0.002161,-0.006282,0.001824,0.007512,0.002461,0.009032,-0.008599,-0.005867,0.012751,0.003182,0.00711,-0.000513,0.001446,-0.003831,-0.000845,X
0.005015,0.000359,0.008163,0.012304,-0.014936,-0.005413,0.007865,-0.002022,-0.006143,0.000923,0.009418,0.003277,-0.002698,-0.000626,0.005426,-0.007426,F
-0.006502,0.00207,-0.010398,0.001677,-0.001718,0.003914,0.008973,-0.011903,0.008291,-0.006075,-0.004377,-0.016127,0.006592,-0.005959,-0.017088,-0.012215,N
-0.022552,0.005289,-0.020344,-0.003279,-0.021454,-0.00479,0.009937,-0.002321,0.024305,0.017009,-0.00827,0.013286,0.001154,-0.004115,0.016057,0.006548,L
0.006641,0.000339,-0.005423,-0.000797,-0.0019,-0.003854,0.002912,-0.005851,0.003248,-0.006124,-0.00086,0.005803,-0.005699,-0.003142,0.005431,-0.006444,N
0.013078,0.003406,-0.003303,0.001424,0.001661,0.00165,-0.009748,-0.000453,-0.003194,0.005024,0.002833,0.006498,0.003326,-0.005593,0.000936,-0.008324,Z
-0.003953,-0.017387,0.006452,0.011048,0.001578,0.013602,0.00144,0.003498,-0.001213,0.002489,-0.003719,-0.004949,-0.008774,-0.012657,0.008482,-0.003453,Y
0.002068,0.000941,0.000572,0.004359,-0.007369,0.005338,-0.00261,0.006569,0.012456,-0.006911,0.001183,0.007003,0.002996,0.000018,-0.009438,0.00474,I
-0.001148,0.004226,0.003021,0.010869,-0.023964,-0.00845,0.013974,-0.002175,-0.000139,-0.010648,0.007405,-0.01369,-0.009079,-0.002332,0.000799,-0.00865,W
0.008827,-0.001647,0.00226,-0.00615,-0.003936,-0.002502,-0.002604,0.003814,0.01118,-0.007306,0.003279,-0.001313,0.002214,-0.001635,-0.006297,-0.000023,U
-0.000689,0.004987,-0.006404,0.011297,0.004277,0.001651,-0.000766,-0.009672,0.002518,0.002079,-0.001581,-0.010807,-0.012709,-0.005305,-0.013023,-0.001579,O
0.010605,-0.000842,-0.00661,0.004973,-0.004995,0.005238,0.001998,0.00405,0.000998,-0.009549,0.005782,-0.002189,0.001644,-0.007346,0.007995,0.00254,T
-0.002749,-0.000175,0.004325,-0.003267,0.001932,0.002595,-0.001627,0.006814,-0.003023,-0.000961,-0.008102,0.003249,0.002932,-0.008543,0.005703,-0.004181,O
-0.007729,0.012803,0.014551,0.0041,-0.010852,-0.006196,0.013245,0.004797,-0.001332,-0.008671,0.018043,0.007104,-0.003203,0.003664,0.007873,0.008366,P
0.013592,0.004617,-0.000338,0.001841,-0.010272,0.006272,-0.003072,0.010803,-0.000801,0.001281,-0.002025,-0.003019,-0.002627,0.002918,-0.004533,-0.001727,C
0.007677,0.004269,0.005517,0.000873,-0.003323,0.006597,0.000081,-0.003258,0.002322,0.014067,0.000438,-0.003712,-0.003738,0.00758,0.002846,-0.004903,G
-0.002049,0.001766,0.013894,0.013532,0.001694,-0.00897,-0.000661,0.003779,0.001978,0.001683,0.006773,-0.004624,-0,0.005569,0.006603,-0.004361,B
0.00124,0.003898,-0.001759,-0.002415,-0.004598,-0.003181,-0.005767,0.005167,0.005036,0.003398,-0.002085,-0.003455,0.003343,0.002965,-0.005116,-0.009879,K
0.003648,-0.001553,-0.008001,-0.005024,-0.010509,-0.006393,0.008617,0.005388,-0.002408,-0.004819,-0.001698,-0.006765,-0.018352,-0.001123,-0.000216,-0.009686,W
0.001243,-0.015192,0.003085,-0.001834,0.010799,0.004361,0.00597,-0.004164,0.006409,-0.005766,0.01089,-0.000633,0.01516,0.002776,-0.006148,-0.000696,V
0.002823,0.000188,0.001451,0.00285,-0.001327,-0.002986,0.010749,-0.003063,0.005913,-0.013918,0.004206,-0.004974,0.00614,0.005663,-0.001384,-0.010474,W
-0.005657,-0.001339,-0.001722,0.004207,0.004443,-0.017569,-0.002543,0.002323,-0.004828,0.007857,-0.003916,0.000731,0.002381,0.008675,0.000133,0.000688,H
0.000541,-0.000145,-0.002867,0.000478,-0.009028,-0.002151,-0.015658,-0.002702,-0.005801,0.002582,0.011132,-0.003984,0.004725,-0.006889,-0.006829,0.007165,Z
0.009504,0.005694,0.002589,0.002872,-0.007746,0.005997,-0.005388,-0.004774,-0.002923,-0.004734,-0.001437,0.011376,0.000321,-0.001259,-0.008186,0.000195,J
0.011879,0.004758,-0.01165,0.005471,0.003986,0.00356,0.003152,0.004524,-0.003642,-0.004462,-0.000733,0.007718,-0.001141,0.002353,0.0114,0.0008,F
-0.000851,-0.003363,0.002245,0.002364,-0.000231,-0.007684,0.003053,-0.002363,-0.001449,-0.000614,-0.003628,-0.000896,0.00419,-0.002874,0.009613,0.012795,D
0.005709,0.00537,-0.001607,-0.001216,0.003491,0.004998,-0.007498,-0.005655,0.000889,0.002752,0.002414,0.003039,-0.001425,-0.003405,0.009722,-0.004689,S
-0.001415,0.000438,-0.008931,0.00069,-0.004287,0.009554,-0.004017,-0.009957,-0.012322,-0.000506,0.000559,-0.007372,-0.010723,-0.013571,-0.000204,0.002472,T
0.00119,-0.003689,0.002481,0.001477,0.007617,-0.008637,-0.000158,0.00339,-0.003484,-0.002105,0.001238,-0.001927,0.003817,0.004371,-0.005876,0.012912,O
0.003645,-0.005256,0.003132,0.006912,0.003923,-0.00245,-0.013178,0.001201,0.001275,0.007172,0.006756,-0.001269,0.006014,-0.00514,-0.001882,0.003213,Z
0.001026,0.006661,-0.002132,0.006889,0.014302,-0.003907,-0.001748,0.001815,-0.003045,0.022126,0.001965,-0.002621,0.000789,0.001667,0.004633,0.00631,B
0.005731,-0.00139,-0.003396,-0.001772,0.001551,0.001875,-0.001028,0.010584,0.001696,-0.005211,0.0046,0.004466,-0.005835,-0.007801,0.005352,0.002234,F
0.000315,-0.000608,0.01588,0.000921,-0.004477,-0.020931,0.001699,-0.001174,-0.008103,-0.014867,-0.009446,0.007086,-0.000988,0.001959,0.003797,-0.007275,M
0.002256,-0.01367,-0.009833,-0.00975,0.0146,0.004426,0.00327,0.001288,-0.0036,-0.016033,0.010392,0.001844,0.022086,0.005878,-0.01307,0.002682,T
-0.010511,-0.000387,-0.0091,0.009075,0.000198,0.00184,0.003878,-0.001873,-0.002075,0.000791,-0.004751,-0.008138,-0.008829,-0.008963,-0.013298,-0.002061,O
0.001596,0.003637,-0.00431,-0.000046,-0.00226,-0.004371,-0.00246,0.002367,0.007516,0.006501,-0.000596,-0.00034,0.004182,0.007176,-0.007944,-0.009367,K
0.011997,0.002922,-0.003803,0.002407,0.001221,-0.000063,-0.010057,-0.003052,-0.001791,0.009429,0.004379,0.008489,0.000143,-0.001069,0.002246,-0.006705,Z
0.013378,0.002008,-0.010454,0.002683,-0.000787,0.006756,0.004065,0.002209,-0.001791,-0.008169,0.006024,-0.001198,0.000268,-0.008402,0.007091,0.000979,T
0.005699,-0.003104,0.000282,0.002149,-0.002568,-0.013112,0.016712,-0.014188,0.001266,-0.000113,0.010909,0.002714,0.004338,0.007754,-0.000642,-0.00791,W
-0.016598,-0.006573,-0.000121,0.004022,0.000001,0.009131,0.004647,0.00543,0.002772,0.004761,-0.015255,0.01457,0.003736,-0.005201,0.006536,-0.011482,A
-0.007535,0.00756,0.004664,-0.00114,0.011502,0.006905,0.005107,0.007557,0.010238,-0.001269,0.003008,0.000923,0.003187,0.003404,-0.002389,-0.003991,Q
-0.0259,0.021103,0.00474,-0.013598,-0.000593,0.011442,0.007525,0.011124,-0.017614,0.009239,0.022413,0.009262,-0.034873,-0.012213,-0.001161,0.006561,Z
-0.008365,0.009364,0.007938,-0.005494,0.009446,0.007355,0.00921,0.005847,-0.006581,-0.002778,0.014684,0.006877,-0.000798,-0.009219,0.005467,-0.004614,H
-0.002642,0.002351,0.009422,0.009671,-0.005326,-0.006233,0.006218,-0.000901,-0.003315,0.004354,-0.001869,-0.002395,0.004099,-0.003428,0.011649,-0.016321,R
0.000077,-0.004176,-0.002805,0.01355,-0.006578,0.006775,0.001591,-0.002684,0.003858,0.000818,0.002541,0.00409,0.004843,0.003933,-0.016808,0.008834,I
0.001617,0.002782,-0.003274,0.00052,0.005646,-0.003891,-0.005913,0.007821,0.000388,-0.007077,-0.005763,0.005831,0.005887,0.010284,-0.001259,0.000458,R
0.003072,-0.005502,0.001207,-0.005261,-0.005292,-0.005782,0.009951,-0.013474,0.00186,-0.002513,0.002598,-0.006439,0.010548,-0.000738,-0.00563,-0.00545,U
0.007474,-0.014347,0.013527,0.00075,-0.00212,0.001438,0.000505,0.005101,0.009662,0.00386,-0.005774,-0.00955,-0.004457,0.003181,0.001107,0.018077,U
-0.000117,0.000748,-0.005146,-0.00356,-0.001234,0.008168,-0.009738,0.001022,-0.003221,-0.000118,-0.00568,-0.017756,-0.007968,0.001774,-0.013245,-0.000536,C
-0.002232,-0.00042,0.003107,-0.004114,0.00273,0.000884,0.002311,-0.004008,0.000439,-0.000917,-0.003755,-0.004288,0.003224,-0.00179,0.000223,0.008646,O
-0.006198,0.001269,-0.004203,0.003233,0.001345,0.009988,-0.008015,0.001264,-0.010793,0.006295,-0.001613,-0.016821,-0.002627,-0.001866,-0.012034,0.00167,E
0.002392,0.000824,-0.000798,0.00008,0.003758,-0.006546,-0.007821,-0.009944,-0.007925,-0.005507,-0.004558,0.005398,-0.001195,-0.002357,0.002188,0.00555,D
0.00461,-0.002692,-0.002637,-0.005634,-0.009639,0.003253,0.003358,0.002173,-0.002718,0.002009,-0.005612,-0.00431,0.000827,-0.007188,0.002815,-0.003256,U
0.002068,0.005942,-0.001885,0.001064,0.004734,0.000517,-0.008064,-0.000604,0.002033,-0.011687,-0.005113,0.005927,-0.000096,0.001763,0.005683,-0.000149,R
0.003289,0.00225,-0.001351,0.001302,0.003361,-0.002763,-0.008187,0.000872,0.00735,0.004582,0.001698,-0.001097,0.002888,0.003117,-0.004003,-0.00289,E
-0.001839,0.002981,0.002326,-0.007387,-0.005797,0.004253,-0.003234,-0.000516,-0.002456,0.006152,0.002147,-0.008471,-0.00617,0.006965,-0.001259,0.002983,G
-0.002752,0.005384,0.002942,0.002123,-0.000253,-0.003961,-0.012535,-0.0095,0.004236,-0.012522,-0.000742,-0.002953,-0.000524,0.016719,0.005383,-0.000425,B
-0.011877,0.0104,-0.009565,-0.002472,0.014781,0.009764,0.019794,-0.012803,-0.007919,-0.00012,-0.011016,0.012511,0.011006,0.001918,0.003998,-0.009306,A
0.007912,-0.005185,-0.000724,-0.002493,-0.000833,0.003872,-0.000895,0.003518,0.010568,0.000007,0.013018,0.004056,0.001735,0.003933,0.004325,-0.00799,Y
-0.004334,0.007101,0.008009,-0.004845,0.001006,0.006862,0.012543,0.001873,-0.000064,-0.003575,0.017204,0.003542,0.012422,-0.006553,-0.002618,-0.004132,Y
-0.004268,0.002608,0.006863,-0.000766,-0.001031,0.000801,0.004257,-0.00391,-0.000303,-0.000375,-0.005249,-0.004056,0.003856,0.000088,0.001953,0.012148,O
-0.000039,0.009169,0.008922,-0.004503,-0.010923,0.009388,-0.00591,-0.007146,0.003802,0.000266,-0.001984,-0.019617,-0.004967,0.003935,0.006328,0.00009,G
-0.022213,-0.007382,0.000293,0.000654,0.00101,0.001655,0.0018,0.002766,-0.004195,-0.00316,-0.008299,0.016063,0.00085,0.000033,0.003721,-0.001949,A
0.012926,0.005173,0.000136,-0.004899,-0.003658,0.009867,-0.001336,0.003576,-0.000901,0.004505,-0.000608,-0.004443,-0.002284,-0.000054,0.003784,-0.005848,C
-0.009016,0.01069,0.009233,0.00208,0.001614,0.003913,0.011698,0.010127,-0.005869,0.002108,0.0092,0.008606,-0.00448,-0.010548,0.011693,-0.00457,H
-0.000437,0.00339,0.010631,0.015417,-0.006097,-0.00923,0.007554,-0.003623,-0.009052,0.009159,0.009023,0.000721,0.00316,-0.003033,-0.000044,-0.009449,R
-0.00108,-0.009232,0.00613,-0.000766,0.004167,0.001586,-0.001962,0.003748,-0.004115,0.000538,-0.00489,0.004779,0.00187,-0.00622,0.00509,0.001518,J
0.009729,-0.008129,0.004685,-0.002957,0.011744,-0.010739,0.010861,0.001502,0.000676,0.002593,-0.013403,0.001055,-0.004183,-0.001777,-0.009751,0.009748,M
-0.001805,-0.010398,0.000026,-0.002897,0.003982,0.004382,0.011469,-0.003139,-0.00138,-0.001179,0.01178,0.002796,0.010847,0.010736,-0.003906,-0.000208,V
0.002224,0.002507,-0.00683,-0.000454,0.009429,-0.003354,-0.008372,0.003428,0.002991,-0.009087,-0.00522,0.006846,0.004558,0.005361,-0.001194,-0.002134,R
0.008488,-0.005012,0.000361,-0.001685,0.00109,0.002604,0.007448,-0.009314,0.004235,-0.002184,0.013052,-0.007125,0.01184,0.005461,0.00158,0.001133,T
-0.008606,0.005171,0.000258,-0.007721,0.011405,-0.013701,-0.003449,0.006708,-0.007163,0.003219,0.013055,0.00519,-0.003184,0.004469,-0.001119,0.000303,J
0.007047,0.002736,-0.000928,0.000895,0.002562,0.005619,-0.008771,-0.005688,0.002427,-0.000734,-0.001084,0.00012,0.001155,-0.002315,0.009484,-0.005238,S
-0.007408,0.002155,0.011114,-0.000908,-0.000628,-0.013611,0.005282,-0.003318,-0.001544,-0.006537,0.002109,-0.003004,0.001616,0.01151,-0.005196,-0.001016,G
0.006528,0.003145,0.0008,0.006615,-0.001252,-0.000465,-0.009863,-0.003449,0.009429,-0.007715,-0.002103,0.003297,-0.002695,-0.000356,0.001211,0.002507,D
-0.002124,0.005961,0.002155,-0.001459,0.004733,0.002528,-0.007835,0.006291,0.015291,-0.001031,-0.000363,-0.001094,-0.003228,-0.002899,-0.006371,-0.003547,G
-0.016893,0.005112,0.005035,-0.007312,0.004661,-0.007009,-0.004663,0.005261,-0.008905,-0.002776,0.005696,0.016741,-0.005406,-0.003142,0.004391,0.011657,Z
0.00294,-0.001815,-0.00846,-0.00055,-0.003767,-0.009918,-0.005506,-0.006224,0.001818,0.008116,-0.00387,-0.011326,-0.000215,-0.006417,0.0023,0.015502,D
-0.01134,-0.003571,-0.001952,0.005866,-0.002734,0.006784,0.003955,0.004835,0.006594,0.001413,-0.012663,0.016856,0.007845,-0.000359,0.002288,-0.007191,A
0.002267,-0.008088,-0.006645,-0.002923,0.00346,0.005606,-0.003707,0.01361,0.006821,-0.02069,0.007483,0.001336,0.009657,0.0027,-0.017788,0.000639,T
0.004012,0.002357,0.000838,0.003993,0.007648,0.004584,-0.004042,0.001446,0.011312,0.0029,-0.004406,-0.005664,0.003547,0.003218,-0.000208,-0.007668,G
-0.000939,0.003075,-0.006101,0.004949,-0.007919,0.005741,-0.008696,-0.002443,0.008729,0.002015,-0.007893,0.006765,0.005418,0.003883,-0.004056,-0.010596,L
-0.003445,-0.006469,0.017072,0.00327,-0.00363,-0.006214,0.006248,0.005623,-0.010261,0.002621,-0.009044,0.003823,-0.003648,-0.018281,0.005106,-0.001216,W
0.00064,-0.001029,-0.001222,0.003421,-0.007336,0.001528,-0.006346,0.004066,0.009112,-0.003356,0.00723,0.010818,0.004879,0.000901,-0.006206,-0.00074,I
0.004882,0.009306,0.003083,0.00261,-0.006287,-0.02948,0.01083,-0.004153,0.000842,-0.004144,-0.001938,-0.002793,-0.002618,-0.00048,0.000744,-0.013539,M
-0.000851,0.002833,0.002788,0.011148,0.012131,0.006328,-0.014346,-0.008074,0.001154,0.002273,-0.004308,-0.001051,-0.0106,0.010986,-0.003303,-0.001716,Q
-0.00701,-0.000424,0.001401,-0.004229,0.007893,0.002692,-0.008596,0.004544,0.006233,0.006877,0.009279,0.002005,0.007349,-0.010672,-0.002112,0.000228,S
-0.015778,-0.005971,-0.000861,0.001695,0.001204,0.005525,-0.011888,-0.003035,-0.003409,0.008326,-0.003379,-0.013295,-0.012372,0.000388,0.000556,-0.004335,Q
0.002103,-0.023997,0.006677,-0.003571,0.012482,0.0081,0.008264,0.000415,0.008129,0.005369,0.004996,0.004244,-0.002403,0.007417,0.003981,-0.002601,V
-0.008449,0.005507,-0.001371,0.005059,-0.001784,-0.007862,-0.003996,0.003805,0.004587,-0.003272,0.000153,-0.011301,0.005545,0.010609,-0.000982,0.017023,R
-0.016944,0.018477,0.000854,-0.007988,-0.003291,0.004367,0.007681,0.009799,-0.014685,0.011593,0.023913,0.010391,-0.029996,-0.011865,-0.005218,0.011549,Z
-0.003764,0.004718,-0.000418,0.004535,0.003023,-0.004603,-0.000195,0.00827,-0.004285,0.008631,0.001952,-0.002603,0.000582,0.012043,0.000136,0.000697,P
-0.00175,-0.000835,-0.009128,-0.00006,-0.01251,-0.004141,0.012136,0.008479,-0.000425,-0.013231,-0.00084,-0.012285,-0.009492,0.00861,-0.000081,-0.009365,W
0.009624,-0.000757,-0.006987,0.000249,-0.008723,0.002922,-0.006791,-0.012814,-0.008508,0.003145,0.003577,0.009764,-0.000835,0.009915,0.004342,0.002279,I
0.007948,-0.004069,-0.012317,0.004528,-0.010071,0.001503,0.001794,0.018726,-0.011001,-0.000158,0.000221,0.000984,0.000754,0.008264,-0.002095,0.008921,F
-0.009519,0.011853,0.005384,-0.001819,-0.005518,-0.009012,0.002052,0.006627,-0.006496,-0.000425,0.016144,0.00167,-0.001249,-0.00547,0.0004,0.007373,F
0.004865,0.00565,-0.002643,-0.005398,-0.008266,0.007149,-0.007787,-0.015813,-0.005723,-0.009262,-0.001121,0.007974,-0.002914,0.00277,-0.001613,0.0098,J
0.004491,-0.00547,-0.013534,-0.001426,-0.000968,-0.000754,0.009152,0.004454,-0.002844,0.003272,0.00739,-0.001962,-0.008328,0.009796,-0.001652,0.003845,V
0.000443,0.0056,0.010078,0.00611,-0.002462,-0.011242,0.001887,0.002337,-0.00624,-0.003965,-0.00324,-0.010872,0.005843,-0.009333,0.002179,-0.008839,M
-0.00296,0.000509,0.008307,-0.00774,0.010559,0.005978,0.021979,-0.024959,0.00237,-0.011565,0.002572,-0.023327,0.007193,-0.01594,-0.005689,-0.010418,M
0.002947,0.004012,0.006353,0.005345,-0.007546,0.003041,0.002614,0.003023,-0.006108,-0.001469,-0.003541,-0.00117,-0.001763,-0.004376,-0.00476,0.00822,O
0.01497,0.00462,-0.000922,0.003712,-0.001081,0.005585,-0.006741,0.00075,-0.003205,-0.010858,-0.007909,0.008088,0.002624,0.006498,-0.00017,-0.002877,J
0.002702,0.00351,-0.001028,-0.008067,-0.009111,0.004748,-0.004703,0.001793,-0.006477,0.023552,-0.001513,-0.005409,0.01064,-0.001972,-0.004193,-0.007332,E
-0.005576,-0.010804,-0.004499,-0.006646,0.009516,-0.010812,-0.001639,-0.001144,-0.007171,-0.006248,-0.023198,0.014937,-0.009241,0.005876,-0.008514,-0.006004,M
-0.00315,-0.012378,-0.000957,-0.009545,-0.002426,0.00322,0.001304,0.006575,-0.013246,-0.00269,-0.011397,-0.014641,0.000127,0.003285,0.000978,-0.008901,K
-0.000457,-0.005605,-0.0011,0.009292,-0.00216,0.000295,-0.002037,0.007331,-0.000838,-0.009367,-0.000466,-0.007136,0.005969,0.004759,0.020462,0.010335,P
-0.016539,0.001044,0.002234,-0.000676,0.001423,0.007825,0.003223,-0.011493,-0.000979,-0.002537,-0.004438,0.012523,-0.001074,0.000841,0.007686,0.000879,A
0.006126,0.003629,0.003029,0.005325,-0.000839,0.003928,-0.001842,0.002771,0.003031,0.006718,-0.001277,-0.002027,0.001469,0.006766,-0.001366,-0.006049,G
0.001028,-0.017478,0.007154,0.01199,0.003557,0.005681,-0.00114,-0.010669,0.009777,-0.004375,0.004744,-0.00881,-0.004328,-0.006222,-0.000225,0.000878,V
0.000294,-0.001898,-0.000921,-0.002124,0.000028,-0.002498,-0.008075,0.0011,0.007227,0.000142,0.007697,0.005988,0.00118,-0.012269,-0.003962,-0.001647,X
-0.008273,0.004942,-0.001864,0.006664,0.000024,0.009396,0.006324,0.004573,0.009337,-0.002099,-0.009321,0.016135,-0.002471,0.000619,-0.001992,-0.009826,A
-0.001588,0.005647,-0.003518,-0.009683,0.004728,-0.004093,-0.01221,-0.003749,-0.012094,0.004821,-0.001239,0.003625,-0.005802,0.001803,0.004633,-0.003018,Z
-0.003676,-0.000481,0.016225,0.007311,0.000516,0.009074,-0.000161,0.001623,-0.000194,0.015118,0.00532,-0.011842,0.006046,-0.004014,0.005498,-0.005434,S
-0.001938,0.00148,-0.000865,-0.00685,0.001455,-0.017401,-0.000483,-0.015525,0.004262,-0.015366,-0.005069,0.000717,-0.010118,-0.001053,0.008591,-0.009302,M
0.000324,0.000354,-0.003716,0.000493,-0.009225,-0.002725,-0.013912,-0.004826,-0.007546,0.005034,0.012895,-0.002358,0.00442,-0.006288,-0.007498,0.008627,Z
0.011109,-0.005723,0.002206,-0.001912,0.00947,-0.011968,0.01271,0.001176,-0.002374,0.006783,-0.012948,0.00306,-0.006418,0.000618,-0.00854,0.010582,M
-0.01501,-0.018252,-0.004648,-0.010296,0.005733,0.008044,0.013898,-0.011293,0.007104,-0.019885,-0.000206,-0.02384,-0.008625,-0.010723,-0.005062,-0.009392,W
-0.005967,-0.011254,-0.006057,-0.002057,-0.014118,0.00503,-0.003619,0.004265,-0.010908,-0.010017,0.007171,-0.002582,-0.002171,-0.005823,0.001412,0.0058,T
0.004279,0.008836,-0.002064,-0.003768,-0.007918,0.003112,-0.004408,0.003147,-0.005448,0.020047,-0.00156,-0.006259,0.01433,0.001888,-0.007133,-0.008182,E
